"SERIAL","NUMPREC","puma","county","location_name","um_distance","GQ","VEHICLES","rent","age","grade_level"
328246,2,5705,"Palm Beach","Palm Beach PUMA 5705","N/A",1,2,910,21,"15"
328415,2,903,"Miami-Dade","Little Haiti","Far",1,2,1600,22,"15"
328560,4,2102,"Palm Beach","Palm Beach PUMA 2102","N/A",1,2,1900,28,"15"
328881,2,5702,"Palm Beach","Palm Beach PUMA 5702","N/A",1,1,4300,20,"15"
328881,2,5702,"Palm Beach","Palm Beach PUMA 5702","N/A",1,1,4300,19,"15"
329117,3,8618,"Miami-Dade","Kendall South","Moderate",1,3,2500,24,"15"
329164,1,8614,"Miami-Dade","Kendall Dadeland","Moderate",1,1,3200,24,"16"
329264,1,1112,"Miami-Dade","Miami-Dade PUMA 1112","N/A",1,1,2900,24,"15"
329300,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,2000,30,"16"
329331,2,902,"Miami-Dade","Miami Shores","Far",1,3,2000,22,"16"
329331,2,902,"Miami-Dade","Miami Shores","Far",1,3,2000,23,"15"
329404,3,8618,"Miami-Dade","Kendall South","Moderate",1,3,1300,28,"16"
329434,1,5998,"Palm Beach","Palm Beach PUMA 5998","N/A",1,1,1000,19,"15"
329518,2,1104,"Miami-Dade","Little Havana","Moderate",1,1,1300,19,"15"
329560,3,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,700,24,"16"
329560,3,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,700,24,"15"
329587,4,8611,"Miami-Dade","Olympia Heights","Close",1,1,1400,19,"15"
329886,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,1800,19,"15"
329886,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,1800,19,"15"
329967,2,8610,"Miami-Dade","Coral Gables Central (UM CAMPUS!)","VERY CLOSE",1,1,2600,23,"15"
330125,1,1110,"Miami-Dade","Westchester","Close",1,1,2500,23,"16"
330467,1,5702,"Palm Beach","Palm Beach PUMA 5702","N/A",1,1,2000,20,"15"
330541,3,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,3,650,20,"15"
330541,3,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,3,650,21,"15"
330541,3,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,3,650,21,"15"
330554,4,8610,"Miami-Dade","Coral Gables Central (UM CAMPUS!)","VERY CLOSE",1,1,2200,23,"15"
330576,6,1107,"Miami-Dade","Kendall West","Moderate",1,3,1500,20,"15"
330588,2,8614,"Miami-Dade","Kendall Dadeland","Moderate",1,1,2200,24,"16"
330596,4,8615,"Miami-Dade","Kendall Hammocks","Moderate",1,2,1700,20,"15"
330996,5,8618,"Miami-Dade","Kendall South","Moderate",1,4,2500,19,"15"
331057,2,1110,"Miami-Dade","Westchester","Close",1,2,3400,21,"15"
331079,3,8602,"Miami-Dade","Coral Gables East (NEAR UM!)","VERY CLOSE",1,3,2500,24,"16"
331095,1,5705,"Palm Beach","Palm Beach PUMA 5705","N/A",1,1,1600,27,"15"
331130,4,1398,"Broward","Broward PUMA 1398","N/A",1,3,870,19,"15"
331170,4,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,3,1700,21,"15"
331170,4,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,3,1700,20,"15"
331170,4,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,3,1700,20,"15"
331170,4,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,3,1700,18,"15"
331283,3,5702,"Palm Beach","Palm Beach PUMA 5702","N/A",1,2,2600,22,"15"
331283,3,5702,"Palm Beach","Palm Beach PUMA 5702","N/A",1,2,2600,22,"15"
331283,3,5702,"Palm Beach","Palm Beach PUMA 5702","N/A",1,2,2600,21,"15"
331297,1,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,630,20,"15"
331299,4,1117,"Miami-Dade","Miami-Dade PUMA 1117","N/A",1,2,4700,21,"15"
331459,4,8608,"Miami-Dade","Kendall West","Moderate",1,2,2500,21,"15"
331483,4,8609,"Miami-Dade","Miami-Dade PUMA 8609","N/A",1,1,1800,23,"15"
331555,2,1115,"Miami-Dade","Miami-Dade PUMA 1115","N/A",1,2,2100,24,"15"
331564,3,1106,"Miami-Dade","Doral","Moderate",1,3,2600,27,"16"
331564,3,1106,"Miami-Dade","Doral","Moderate",1,3,2600,26,"16"
331686,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,1400,26,"16"
331790,2,5707,"Palm Beach","Palm Beach PUMA 5707","N/A",1,2,500,22,"15"
331864,2,1109,"Miami-Dade","Kendall East","Moderate",1,1,2400,30,"16"
331931,5,1109,"Miami-Dade","Kendall East","Moderate",1,3,1600,19,"15"
331933,1,500,"Miami-Dade","Miami-Dade PUMA 500","N/A",1,1,1100,21,"15"
331935,4,8620,"Miami-Dade","Cutler Bay","Far",1,5,2600,27,"16"
332150,2,5703,"Palm Beach","Palm Beach PUMA 5703","N/A",1,2,1500,25,"16"
332282,1,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,1500,27,"15"
332305,4,8618,"Miami-Dade","Kendall South","Moderate",1,4,3000,20,"15"
332357,3,8601,"Miami-Dade","West Kendall","Moderate",1,1,2500,20,"15"
332634,8,8606,"Miami-Dade","South Miami Heights","Close",1,2,1500,21,"15"
332639,3,8608,"Miami-Dade","Kendall West","Moderate",1,3,1800,28,"16"
332643,3,1107,"Miami-Dade","Kendall West","Moderate",1,2,2700,19,"15"
332746,3,1111,"Miami-Dade","South Miami & Pinecrest","Very Close",1,2,2400,27,"15"
332791,5,1102,"Miami-Dade","Miami Beach","Far",1,2,2700,18,"15"
332794,2,5702,"Palm Beach","Palm Beach PUMA 5702","N/A",1,1,3200,28,"15"
332794,2,5702,"Palm Beach","Palm Beach PUMA 5702","N/A",1,1,3200,25,"15"
333379,3,8603,"Miami-Dade","Coral Gables East (NEAR UM!)","VERY CLOSE",1,2,1300,23,"15"
333585,3,1116,"Miami-Dade","Miami-Dade PUMA 1116","N/A",1,2,2300,19,"15"
333828,4,798,"Miami-Dade","Miami-Dade PUMA 798","N/A",1,2,700,24,"15"
333909,1,8616,"Miami-Dade","Kendall Central","Moderate",1,1,2300,19,"15"
334005,2,8611,"Miami-Dade","Olympia Heights","Close",1,2,3200,29,"15"
334067,3,8602,"Miami-Dade","Coral Gables East (NEAR UM!)","VERY CLOSE",1,1,1700,28,"15"
334301,3,1112,"Miami-Dade","Miami-Dade PUMA 1112","N/A",1,1,2100,25,"15"
334396,2,903,"Miami-Dade","Little Haiti","Far",1,2,1600,25,"16"
334598,2,8610,"Miami-Dade","Coral Gables Central (UM CAMPUS!)","VERY CLOSE",1,2,2000,28,"16"
334680,2,8620,"Miami-Dade","Cutler Bay","Far",1,2,1900,28,"16"
334735,4,1104,"Miami-Dade","Little Havana","Moderate",1,3,3200,25,"16"
334758,1,5705,"Palm Beach","Palm Beach PUMA 5705","N/A",1,3,2300,22,"15"
334783,4,1398,"Broward","Broward PUMA 1398","N/A",1,4,1900,26,"15"
334850,3,1101,"Miami-Dade","Miami-Dade PUMA 1101","N/A",1,2,2800,28,"15"
334917,2,5703,"Palm Beach","Palm Beach PUMA 5703","N/A",1,2,1600,30,"15"
334995,3,5707,"Palm Beach","Palm Beach PUMA 5707","N/A",1,3,3100,25,"15"
335002,3,8617,"Miami-Dade","Southwest Miami-Dade","Far",1,2,1400,18,"15"
335163,2,8623,"Miami-Dade","South Dade","Far",1,1,2300,25,"16"
335271,2,8618,"Miami-Dade","Kendall South","Moderate",1,2,2500,27,"16"
335322,4,8614,"Miami-Dade","Kendall Dadeland","Moderate",1,3,410,19,"15"
335322,4,8614,"Miami-Dade","Kendall Dadeland","Moderate",1,3,410,20,"15"
335322,4,8614,"Miami-Dade","Kendall Dadeland","Moderate",1,3,410,20,"15"
335322,4,8614,"Miami-Dade","Kendall Dadeland","Moderate",1,3,410,20,"15"
335332,2,903,"Miami-Dade","Little Haiti","Far",1,2,1800,23,"16"
335428,3,8605,"Miami-Dade","Coral Gables West (NEAR UM!)","VERY CLOSE",1,9,2100,19,"15"
335480,4,1115,"Miami-Dade","Miami-Dade PUMA 1115","N/A",1,2,2700,22,"15"
335480,4,1115,"Miami-Dade","Miami-Dade PUMA 1115","N/A",1,2,2700,19,"15"
335534,4,8610,"Miami-Dade","Coral Gables Central (UM CAMPUS!)","VERY CLOSE",1,3,2000,19,"15"
335671,2,5707,"Palm Beach","Palm Beach PUMA 5707","N/A",1,2,1800,20,"15"
335728,5,1115,"Miami-Dade","Miami-Dade PUMA 1115","N/A",1,3,2200,19,"15"
335812,2,8618,"Miami-Dade","Kendall South","Moderate",1,1,3000,19,"15"
335823,1,8613,"Miami-Dade","Pinecrest","Close",1,9,2200,27,"16"
335846,5,8613,"Miami-Dade","Pinecrest","Close",1,2,1500,18,"15"
335863,1,1112,"Miami-Dade","Miami-Dade PUMA 1112","N/A",1,1,1500,23,"15"
336087,1,8614,"Miami-Dade","Kendall Dadeland","Moderate",1,9,2000,20,"15"
336176,2,1114,"Miami-Dade","Miami-Dade PUMA 1114","N/A",1,1,1300,28,"15"
336355,2,8621,"Miami-Dade","Palmetto Bay","Close",1,2,2000,21,"15"
336503,1,1110,"Miami-Dade","Westchester","Close",1,1,2300,25,"16"
336510,8,904,"Miami-Dade","Allapattah","Far",1,3,1900,21,"16"
336510,8,904,"Miami-Dade","Allapattah","Far",1,3,1900,19,"16"
336548,1,905,"Miami-Dade","Miami-Dade PUMA 905","N/A",1,1,1700,23,"15"
336686,2,1105,"Miami-Dade","West Miami","Moderate",1,2,2100,22,"16"
336967,2,5710,"Palm Beach","Palm Beach PUMA 5710","N/A",1,2,1500,19,"15"
337045,5,8610,"Miami-Dade","Coral Gables Central (UM CAMPUS!)","VERY CLOSE",1,2,2700,29,"16"
337061,1,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,900,24,"15"
337101,1,8610,"Miami-Dade","Coral Gables Central (UM CAMPUS!)","VERY CLOSE",1,1,1600,27,"15"
337249,2,8608,"Miami-Dade","Kendall West","Moderate",1,1,2400,21,"15"
337251,4,8608,"Miami-Dade","Kendall West","Moderate",1,3,3200,21,"15"
337369,1,1106,"Miami-Dade","Doral","Moderate",1,1,2000,23,"16"
337394,2,8613,"Miami-Dade","Pinecrest","Close",1,1,2600,26,"16"
337447,1,5705,"Palm Beach","Palm Beach PUMA 5705","N/A",1,1,1300,28,"16"
337476,4,2103,"Palm Beach","Palm Beach PUMA 2103","N/A",1,9,1500,27,"15"
337667,3,8615,"Miami-Dade","Kendall Hammocks","Moderate",1,1,1800,18,"15"
337693,7,8605,"Miami-Dade","Coral Gables West (NEAR UM!)","VERY CLOSE",1,2,1400,28,"15"
337693,7,8605,"Miami-Dade","Coral Gables West (NEAR UM!)","VERY CLOSE",1,2,1400,28,"16"
337743,2,8616,"Miami-Dade","Kendall Central","Moderate",1,2,2300,18,"15"
337850,2,905,"Miami-Dade","Miami-Dade PUMA 905","N/A",1,2,2000,24,"16"
338000,3,1902,"Palm Beach","Palm Beach PUMA 1902","N/A",1,2,1600,30,"15"
338026,3,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,1700,30,"16"
338042,2,8613,"Miami-Dade","Pinecrest","Close",1,1,820,30,"16"
338050,2,5705,"Palm Beach","Palm Beach PUMA 5705","N/A",1,1,1700,20,"15"
338195,5,904,"Miami-Dade","Allapattah","Far",1,2,1900,18,"15"
338299,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,9,1800,28,"16"
338304,1,5702,"Palm Beach","Palm Beach PUMA 5702","N/A",1,1,2300,26,"16"
338561,5,5711,"Palm Beach","Palm Beach PUMA 5711","N/A",1,4,2000,24,"15"
338561,5,5711,"Palm Beach","Palm Beach PUMA 5711","N/A",1,4,2000,18,"15"
338624,2,1106,"Miami-Dade","Doral","Moderate",1,2,2300,27,"16"
338730,9,8622,"Miami-Dade","Cutler Bay South","Far",1,3,1500,24,"15"
338730,9,8622,"Miami-Dade","Cutler Bay South","Far",1,3,1500,18,"15"
338783,1,5705,"Palm Beach","Palm Beach PUMA 5705","N/A",1,9,1100,23,"16"
338792,7,8621,"Miami-Dade","Palmetto Bay","Close",1,5,3300,19,"15"
339093,5,2103,"Palm Beach","Palm Beach PUMA 2103","N/A",1,1,1200,22,"15"
339149,3,8620,"Miami-Dade","Cutler Bay","Far",1,2,2700,26,"16"
339153,5,8610,"Miami-Dade","Coral Gables Central (UM CAMPUS!)","VERY CLOSE",1,3,1900,20,"15"
339374,2,8622,"Miami-Dade","Cutler Bay South","Far",1,2,1200,23,"15"
339437,2,8620,"Miami-Dade","Cutler Bay","Far",1,1,2100,19,"15"
339503,5,8625,"Miami-Dade","Coral Gables North (NEAR UM!)","VERY CLOSE",1,2,3100,18,"15"
339697,3,8613,"Miami-Dade","Pinecrest","Close",1,3,2200,21,"15"
339706,7,1108,"Miami-Dade","Kendall Lakes","Moderate",1,4,1100,21,"15"
339811,6,8607,"Miami-Dade","Kendall Sunset","Moderate",1,2,2100,22,"15"
340017,3,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,1500,23,"15"
340017,3,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,1500,22,"16"
340055,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,1400,30,"16"
340055,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,1400,26,"16"
340126,3,8621,"Miami-Dade","Palmetto Bay","Close",1,2,2800,26,"15"
340171,4,8616,"Miami-Dade","Kendall Central","Moderate",1,1,8200,23,"16"
340233,4,1102,"Miami-Dade","Miami Beach","Far",1,2,3500,21,"15"
340403,2,8610,"Miami-Dade","Coral Gables Central (UM CAMPUS!)","VERY CLOSE",1,2,2400,18,"15"
340501,4,5710,"Palm Beach","Palm Beach PUMA 5710","N/A",1,1,2000,24,"16"
340541,3,8619,"Miami-Dade","Homestead","Far",1,2,2400,23,"15"
340745,4,1113,"Miami-Dade","Miami-Dade PUMA 1113","N/A",1,1,2500,24,"16"
341374,1,5710,"Palm Beach","Palm Beach PUMA 5710","N/A",1,9,2100,21,"15"
341388,3,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,1700,19,"15"
341823,2,8610,"Miami-Dade","Coral Gables Central (UM CAMPUS!)","VERY CLOSE",1,2,1200,26,"16"
341947,4,5701,"Palm Beach","Palm Beach PUMA 5701","N/A",1,2,2300,25,"16"
341947,4,5701,"Palm Beach","Palm Beach PUMA 5701","N/A",1,2,2300,19,"15"
342012,3,8611,"Miami-Dade","Olympia Heights","Close",1,3,3200,26,"15"
342060,3,8604,"Miami-Dade","Miami-Dade PUMA 8604","N/A",1,9,2000,19,"15"
342192,4,8624,"Miami-Dade","Miami-Dade PUMA 8624","N/A",1,2,2500,22,"15"
342232,4,8614,"Miami-Dade","Kendall Dadeland","Moderate",1,3,3000,20,"15"
342248,1,8603,"Miami-Dade","Coral Gables East (NEAR UM!)","VERY CLOSE",1,1,2300,22,"15"
342251,4,1101,"Miami-Dade","Miami-Dade PUMA 1101","N/A",1,3,2500,19,"15"
342469,1,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,1300,19,"15"
342601,3,1105,"Miami-Dade","West Miami","Moderate",1,2,1700,19,"15"
342744,2,1103,"Miami-Dade","Coconut Grove","Very Close",1,2,2700,23,"16"
342756,2,798,"Miami-Dade","Miami-Dade PUMA 798","N/A",1,2,1400,25,"15"
342933,8,8606,"Miami-Dade","South Miami Heights","Close",1,9,220,27,"15"
342933,8,8606,"Miami-Dade","South Miami Heights","Close",1,9,220,22,"15"
342933,8,8606,"Miami-Dade","South Miami Heights","Close",1,9,220,20,"15"
343011,1,8608,"Miami-Dade","Kendall West","Moderate",1,3,2500,20,"15"
343016,4,2102,"Palm Beach","Palm Beach PUMA 2102","N/A",1,2,1600,20,"15"
343035,3,5702,"Palm Beach","Palm Beach PUMA 5702","N/A",1,3,1000,21,"16"
343035,3,5702,"Palm Beach","Palm Beach PUMA 5702","N/A",1,3,1000,24,"16"
343035,3,5702,"Palm Beach","Palm Beach PUMA 5702","N/A",1,3,1000,23,"16"
343112,2,8614,"Miami-Dade","Kendall Dadeland","Moderate",1,2,2500,30,"15"
343164,2,8622,"Miami-Dade","Cutler Bay South","Far",1,2,1200,26,"15"
343195,1,8614,"Miami-Dade","Kendall Dadeland","Moderate",1,1,3900,30,"16"
343228,4,5704,"Palm Beach","Palm Beach PUMA 5704","N/A",1,3,2300,22,"16"
343289,3,8625,"Miami-Dade","Coral Gables North (NEAR UM!)","VERY CLOSE",1,1,2400,18,"15"
343369,2,8609,"Miami-Dade","Miami-Dade PUMA 8609","N/A",1,2,1200,23,"15"
343452,1,8604,"Miami-Dade","Miami-Dade PUMA 8604","N/A",1,1,1600,27,"15"
343660,2,8613,"Miami-Dade","Pinecrest","Close",1,2,1800,27,"15"
343776,2,8609,"Miami-Dade","Miami-Dade PUMA 8609","N/A",1,2,2100,20,"15"
343846,4,1109,"Miami-Dade","Kendall East","Moderate",1,4,3200,28,"15"
343932,2,8604,"Miami-Dade","Miami-Dade PUMA 8604","N/A",1,1,1900,24,"15"
344116,1,1114,"Miami-Dade","Miami-Dade PUMA 1114","N/A",1,9,800,18,"15"
344118,4,5710,"Palm Beach","Palm Beach PUMA 5710","N/A",1,3,1900,19,"15"
344119,5,1105,"Miami-Dade","West Miami","Moderate",1,2,2100,21,"15"
344191,2,8613,"Miami-Dade","Pinecrest","Close",1,1,720,20,"15"
344205,3,5707,"Palm Beach","Palm Beach PUMA 5707","N/A",1,3,500,21,"15"
344232,3,8614,"Miami-Dade","Kendall Dadeland","Moderate",1,2,8200,23,"15"
344341,3,5701,"Palm Beach","Palm Beach PUMA 5701","N/A",1,1,1400,30,"16"
344388,3,1398,"Broward","Broward PUMA 1398","N/A",1,1,500,21,"15"
344393,2,8603,"Miami-Dade","Coral Gables East (NEAR UM!)","VERY CLOSE",1,1,3100,27,"15"
344549,2,1110,"Miami-Dade","Westchester","Close",1,1,2700,23,"16"
344549,2,1110,"Miami-Dade","Westchester","Close",1,1,2700,22,"16"
344579,5,8625,"Miami-Dade","Coral Gables North (NEAR UM!)","VERY CLOSE",1,1,1000,19,"15"
344622,5,8625,"Miami-Dade","Coral Gables North (NEAR UM!)","VERY CLOSE",1,3,800,22,"15"
344705,2,1106,"Miami-Dade","Doral","Moderate",1,2,2000,19,"15"
344741,6,8612,"Miami-Dade","Miami-Dade PUMA 8612","N/A",1,2,2900,22,"16"
344741,6,8612,"Miami-Dade","Miami-Dade PUMA 8612","N/A",1,2,2900,21,"15"
344778,5,8615,"Miami-Dade","Kendall Hammocks","Moderate",1,4,1700,22,"15"
345107,4,8621,"Miami-Dade","Palmetto Bay","Close",1,2,2900,20,"15"
345214,2,901,"Miami-Dade","Miami-Dade PUMA 901","N/A",1,1,1200,23,"15"
345216,2,102,"Miami-Dade","North Miami","Far",1,2,1300,25,"15"
345255,1,5703,"Palm Beach","Palm Beach PUMA 5703","N/A",1,1,1700,25,"15"
345324,2,8613,"Miami-Dade","Pinecrest","Close",1,1,3700,21,"15"
345324,2,8613,"Miami-Dade","Pinecrest","Close",1,1,3700,20,"15"
345436,4,8620,"Miami-Dade","Cutler Bay","Far",1,4,3100,30,"15"
345529,4,1114,"Miami-Dade","Miami-Dade PUMA 1114","N/A",1,2,2800,21,"15"
345534,3,8613,"Miami-Dade","Pinecrest","Close",1,9,1400,23,"15"
345601,3,1115,"Miami-Dade","Miami-Dade PUMA 1115","N/A",1,3,2400,27,"16"
345931,6,8601,"Miami-Dade","West Kendall","Moderate",1,3,3000,22,"15"
345958,1,5705,"Palm Beach","Palm Beach PUMA 5705","N/A",1,1,850,20,"15"
346029,2,8605,"Miami-Dade","Coral Gables West (NEAR UM!)","VERY CLOSE",1,2,2200,22,"15"
346052,4,8620,"Miami-Dade","Cutler Bay","Far",1,3,3300,27,"16"
346238,4,5705,"Palm Beach","Palm Beach PUMA 5705","N/A",1,3,720,21,"15"
346254,3,6100,"Broward","Broward PUMA 6100","N/A",1,2,1500,22,"15"
346254,3,6100,"Broward","Broward PUMA 6100","N/A",1,2,1500,19,"15"
346264,7,8603,"Miami-Dade","Coral Gables East (NEAR UM!)","VERY CLOSE",1,2,2000,20,"15"
346264,7,8603,"Miami-Dade","Coral Gables East (NEAR UM!)","VERY CLOSE",1,2,2000,24,"15"
346294,2,5701,"Palm Beach","Palm Beach PUMA 5701","N/A",1,3,1800,28,"15"
346548,3,5706,"Palm Beach","Palm Beach PUMA 5706","N/A",1,3,1500,19,"15"
346701,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,1400,24,"16"
346804,4,8610,"Miami-Dade","Coral Gables Central (UM CAMPUS!)","VERY CLOSE",1,3,2900,19,"15"
346811,2,905,"Miami-Dade","Miami-Dade PUMA 905","N/A",1,1,1200,24,"15"
346866,2,901,"Miami-Dade","Miami-Dade PUMA 901","N/A",1,2,1500,28,"15"
346879,4,904,"Miami-Dade","Allapattah","Far",1,1,1500,21,"15"
347029,5,2103,"Palm Beach","Palm Beach PUMA 2103","N/A",1,3,820,23,"16"
347042,2,5705,"Palm Beach","Palm Beach PUMA 5705","N/A",1,1,1800,26,"15"
347060,3,5702,"Palm Beach","Palm Beach PUMA 5702","N/A",1,9,1000,19,"15"
347060,3,5702,"Palm Beach","Palm Beach PUMA 5702","N/A",1,9,1000,21,"15"
347130,3,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,2300,20,"15"
347130,3,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,2300,21,"15"
347130,3,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,2300,20,"15"
347221,3,2102,"Palm Beach","Palm Beach PUMA 2102","N/A",1,2,1700,20,"15"
347498,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,880,18,"15"
347502,3,798,"Miami-Dade","Miami-Dade PUMA 798","N/A",1,2,1400,21,"15"
347530,2,8614,"Miami-Dade","Kendall Dadeland","Moderate",1,1,4100,29,"16"
347592,5,1110,"Miami-Dade","Westchester","Close",1,3,1600,21,"15"
347863,2,8608,"Miami-Dade","Kendall West","Moderate",1,2,1800,24,"16"
348003,3,8606,"Miami-Dade","South Miami Heights","Close",1,2,1900,30,"15"
348061,4,8610,"Miami-Dade","Coral Gables Central (UM CAMPUS!)","VERY CLOSE",1,3,2600,19,"15"
348172,4,5704,"Palm Beach","Palm Beach PUMA 5704","N/A",1,3,2200,22,"15"
348209,3,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,620,22,"15"
348209,3,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,620,19,"15"
348279,3,8611,"Miami-Dade","Olympia Heights","Close",1,2,1600,20,"15"
348281,3,1107,"Miami-Dade","Kendall West","Moderate",1,1,1100,20,"15"
348377,1,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,1100,22,"16"
348598,5,8610,"Miami-Dade","Coral Gables Central (UM CAMPUS!)","VERY CLOSE",1,3,860,26,"16"
348709,5,8608,"Miami-Dade","Kendall West","Moderate",1,2,2900,25,"16"
348709,5,8608,"Miami-Dade","Kendall West","Moderate",1,2,2900,21,"15"
348736,2,5705,"Palm Beach","Palm Beach PUMA 5705","N/A",1,2,1500,27,"16"
349212,5,8607,"Miami-Dade","Kendall Sunset","Moderate",1,2,2000,18,"15"
349529,2,8623,"Miami-Dade","South Dade","Far",1,2,2900,23,"15"
349556,2,1108,"Miami-Dade","Kendall Lakes","Moderate",1,2,2000,24,"16"
349591,4,500,"Miami-Dade","Miami-Dade PUMA 500","N/A",1,4,1700,21,"15"
349591,4,500,"Miami-Dade","Miami-Dade PUMA 500","N/A",1,4,1700,21,"15"
349591,4,500,"Miami-Dade","Miami-Dade PUMA 500","N/A",1,4,1700,21,"15"
349605,4,903,"Miami-Dade","Little Haiti","Far",1,4,890,22,"15"
349605,4,903,"Miami-Dade","Little Haiti","Far",1,4,890,21,"15"
349770,5,8610,"Miami-Dade","Coral Gables Central (UM CAMPUS!)","VERY CLOSE",1,3,2900,22,"15"
349770,5,8610,"Miami-Dade","Coral Gables Central (UM CAMPUS!)","VERY CLOSE",1,3,2900,19,"15"
349827,7,5998,"Palm Beach","Palm Beach PUMA 5998","N/A",1,2,700,21,"15"
349855,4,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,9,680,29,"16"
349855,4,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,9,680,19,"15"
349855,4,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,9,680,19,"15"
349936,5,8624,"Miami-Dade","Miami-Dade PUMA 8624","N/A",1,4,2000,24,"15"
349936,5,8624,"Miami-Dade","Miami-Dade PUMA 8624","N/A",1,4,2000,22,"15"
349936,5,8624,"Miami-Dade","Miami-Dade PUMA 8624","N/A",1,4,2000,21,"15"
349942,2,8624,"Miami-Dade","Miami-Dade PUMA 8624","N/A",1,2,1000,24,"15"
349970,4,8605,"Miami-Dade","Coral Gables West (NEAR UM!)","VERY CLOSE",1,2,1400,19,"15"
350182,4,1109,"Miami-Dade","Kendall East","Moderate",1,2,1000,27,"16"
350247,1,8604,"Miami-Dade","Miami-Dade PUMA 8604","N/A",1,1,2300,26,"15"
350350,3,1108,"Miami-Dade","Kendall Lakes","Moderate",1,2,1300,24,"15"
350446,1,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,1200,26,"16"
350481,1,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,950,22,"15"
350566,2,1700,"Broward","Broward PUMA 1700","N/A",1,1,1000,20,"15"
350591,3,5705,"Palm Beach","Palm Beach PUMA 5705","N/A",1,2,920,20,"15"
350591,3,5705,"Palm Beach","Palm Beach PUMA 5705","N/A",1,2,920,22,"15"
350591,3,5705,"Palm Beach","Palm Beach PUMA 5705","N/A",1,2,920,19,"15"
350600,3,8613,"Miami-Dade","Pinecrest","Close",1,2,1500,24,"15"
350631,5,8602,"Miami-Dade","Coral Gables East (NEAR UM!)","VERY CLOSE",1,3,2100,23,"15"
350845,1,5703,"Palm Beach","Palm Beach PUMA 5703","N/A",1,9,2100,19,"15"
350847,2,1500,"Broward","Broward PUMA 1500","N/A",1,3,950,20,"15"
350847,2,1500,"Broward","Broward PUMA 1500","N/A",1,3,950,20,"15"
350887,2,5701,"Palm Beach","Palm Beach PUMA 5701","N/A",1,1,1500,22,"15"
350981,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,1000,21,"15"
351031,4,8623,"Miami-Dade","South Dade","Far",1,1,2500,19,"15"
351047,1,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,720,30,"16"
351092,4,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,3,3600,20,"15"
351092,4,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,3,3600,21,"15"
351092,4,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,3,3600,21,"15"
351092,4,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,3,3600,20,"15"
351189,4,8606,"Miami-Dade","South Miami Heights","Close",1,4,1500,22,"15"
351254,2,5701,"Palm Beach","Palm Beach PUMA 5701","N/A",1,2,2300,29,"15"
351267,6,8607,"Miami-Dade","Kendall Sunset","Moderate",1,2,1800,23,"15"
351356,2,1106,"Miami-Dade","Doral","Moderate",1,2,2800,26,"16"
351481,1,8614,"Miami-Dade","Kendall Dadeland","Moderate",1,1,1800,26,"16"
351593,1,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,1200,21,"15"
351605,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,1500,20,"15"
351605,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,1500,20,"15"
